Batch,Loss
0,0.018939404593342382
1,0.018561827327624875
2,0.021315997087698168
3,0.02149810633215971
4,0.009250397983617242
5,3.1556467738175984E-4
6,5.229693737406195E-4
7,0.00487548439934888
8,0.01584246596969729
9,0.013656590425218391
10,0.01582130405161018
11,0.021022215044472152
12,0.020924150624502046
13,0.005112462476016142
14,0.005250109513582731
15,0.013371276888058992
16,0.006114940282328839
17,0.017825474273489517
18,0.009272480481790482
19,8.142176048361094
20,0.020927095994738413
21,0.003790677630541835
22,0.015212763712350414
23,0.020788512788888273
24,0.002128620270084122
25,0.020725058769841938
26,8.869341404322112
27,0.01830945623441366
28,0.018223933008879492
29,0.018138814934435633
30,8.339583870001837
31,0.00497518526828825
32,6.558706115422806E-4
33,0.0042324544479729245
34,8.03385352252499
35,0.018898991964345115
36,0.0216535960020857
37,0.03150405168328482
38,0.021416978835805643
39,2.5822414040798487E-4
40,0.018507235941620133
41,0.007453630431095913
42,0.01836537827686831
43,0.0034212784446235227
44,0.010518521501403325
45,0.0039421482807375395
46,0.020997334992070717
47,0.0053577946662245034
48,7.953552536870495
49,0.010744831252123346
50,0.021191583991162652
51,0.021092406955106106
52,0.020635352209649214
53,0.018105194438290832
54,1.0458141923206162E-5
55,9.422946860969418
56,5.420333363690086E-4
57,8.638598541154666
58,0.020944148268297623
59,0.02166916190507563
60,0.019288266277807834
61,0.021468324213293054
62,0.036590381706619754
63,0.021503167391178676
64,0.022275676090330904
65,7.935242062543188E-4
66,0.020845060870427777
67,0.01840522323749753
68,0.021125928571578377
69,0.02102693918119201
70,0.02092842068174876
71,0.014562228469294534
72,0.016806853478616348
73,0.007958385083589887
74,0.020599727467737285
75,0.012158460994832596
76,6.200553118367155E-5
77,0.0015180175861432763
78,0.020408529398988313
79,0.02031295153494483
80,0.02027902976958537
81,0.017385894760112507
82,0.006649836608173746
83,0.0015818997572573299
84,2.2391650751698994E-4
85,0.017220459911714323
86,0.016604929723378806
87,3.9916038145978836E-4
88,8.130766392159963
89,0.0010028922332851792
90,7.671175851843918
91,0.02072027129451294
92,0.004279478192729428
93,0.020578978966820136
94,3.1027575849574293E-4
95,0.0017967578497240352
96,8.483457901936742E-4
97,6.903170235371586E-4
98,1.353719385319037E-4
99,0.0017943710940387142
100,0.009234765092342487
101,2.8488685351893434E-5
102,0.006843219816017012
103,0.01183555232267202
104,1.4643091322661932E-8
105,0.0034723269512552894
106,0.01041187738224303
107,0.013972819186695544
108,0.020941844866390887
109,0.02008478963209373
110,0.02041162097863739
111,0.019889653359433813
112,9.156281391343354
113,0.01772056777639905
114,0.017441684863253572
115,0.011602582039008264
116,0.02002010228333208
117,0.012356583430329155
118,0.019852576194640363
119,0.0038516408858577894
120,2.675688298338976E-4
121,8.415015560550258E-7
122,0.00379911281931384
123,0.01753043420008462
124,0.0011238899265330375
125,0.006049419877854003
126,0.019689084585559548
127,0.012097447586458572
128,0.001543876671517682
129,1.7665036922156634E-4
130,0.014523614786935373
131,0.01940847746870812
132,0.016637732724422417
133,0.030365925208191032
134,0.007592118601112302
135,0.011679214814928842
136,1.9787715606458837E-5
137,0.016339874962147248
138,0.0027687125477038705
139,5.478242874509541E-4
140,0.011576937421456884
141,0.0035445048655498605
142,0.0026630649464666214
143,0.01894003153361461
144,0.017311122825674593
145,0.021555789933802565
146,8.264508471590021
147,0.019132230545222385
148,0.0018467124842413785
149,6.588230142413148E-4
150,1.115763527204864E-4
151,0.0052873527764317006
152,0.02195129611748684
153,0.0067981376820294695
154,0.017451145562894746
155,0.002911256558751801
156,0.012782804136844112
157,0.016103415101534835
158,0.009359765516274897
159,8.092407165843849
160,0.02557311554781723
161,0.010557063022337537
162,0.006933553349046268
163,0.018824569413047526
164,7.92187425618379
165,6.018480255808157E-6
166,7.745609608848995
167,0.016958920356114307
168,0.0054908688077032475
169,0.018739660519571388
170,0.011972864614804466
171,0.0020090978236405803
172,0.002793463758392708
173,4.3696018481831154E-5
174,0.021054671133786756
175,0.006173332816241736
176,7.767272690392969E-5
177,0.016477196377475824
178,9.556710221777932
179,6.471697586145864E-4
180,0.02240284953643574
181,0.015426966631364596
182,0.01664124270635007
183,0.01923692304273131
184,8.108584200043955
185,0.019612700719096928
186,0.01682607606749431
187,0.016746880777371558
188,0.014336524151663288
189,8.293715064034643
190,11.563399231593399
191,0.00787779792112711
192,0.010297837432879112
193,0.020079008275312615
194,0.004311834457707263
195,0.019936422392250977
196,0.007175860294463226
197,0.0067369561959691356
198,0.01972626265431801
199,0.014428532929086382
200,0.01955394815153545
201,0.01358214228469148
202,0.007194831825714223
203,0.01682914882016877
204,0.01705075952458972
205,0.019152314593912506
206,0.02824601206379369
207,0.0189527966416059
208,0.012390863928673706
209,0.011463867664233088
210,0.005664768373412041
211,7.30658486980691
212,0.0038241307542997054
213,0.0011361411191659876
214,5.397669145565886E-6
215,0.016382853129417767
